imdbId;year;spanishTitle;originalTitle;englishTitle;ratingImdb;numVotes;metascore;isAdult;certificate;runtimeMinutes;genres;directors;writers;stars;countries;companies;awards;budget;grossUsCanada;openingUsCanada;grossWorld;profit;roi
tt1398426;2015.0;Straight Outta Compton;Straight Outta Compton;Straight Outta Compton;7.8;185036.0;72.0;0.0;16;147.0;Biography,Drama,History;F. Gary Gray;Jonathan Herman,Andrea Berloff,S. Leigh Savidge;Jonathan Herman,Andrea Berloff,S. Leigh Savidge;United States;Universal Pictures,Legendary Entertainment,New Line Cinema;"Nominated for 1 Oscar
28 wins & 40 nominations total";28000000.0;161197785.0;60200180.0;201634991.0;173634991.0;6.201249678571428
tt1490785;2015.0;Hank Williams, una voz a la deriva;I Saw the Light;I Saw the Light;5.8;6643.0;47.0;0.0;R;123.0;Biography,Drama,Music;Marc Abraham;Marc Abraham,Colin Escott,George Merritt;Marc Abraham,Colin Escott,George Merritt;United States;BRON Studios,RatPac Entertainment;NaN;13000000.0;1646788.0;45471.0;1767963.0;-11232037.0;-0.8640028461538461
tt1502712;2015.0;Cuatro Fantásticos;Fantastic Four;Fantastic Four;4.2;156215.0;27.0;0.0;7;100.0;Action,Adventure,Sci-Fi;Josh Trank,Stephen E. Rivkin;Jeremy Slater,Simon Kinberg,Josh Trank;Jeremy Slater,Simon Kinberg,Josh Trank;United States,Germany,United Kingdom;Twentieth Century Fox,Constantin Film,Marvel Entertainment;"Awards
8 wins & 5 nominations";120000000.0;56117548.0;25685737.0;167882881.0;47882881.0;0.39902400833333335
tt1519461;2015.0;Area 51;Area 51;Area 51;4.2;13504.0;30.0;0.0;R;91.0;Horror,Mystery,Sci-Fi;Oren Peli;Christopher Denham,Oren Peli;Christopher Denham,Oren Peli;United States;Aramid Entertainment Fund,Blumhouse Productions,IM Global;NaN;5000000.0;7556.0;7556.0;7556.0;-4992444.0;-0.9984888
tt1524575;2015.0;Exorcismo en el Vaticano;The Vatican Tapes;The Vatican Tapes;4.8;14571.0;38.0;0.0;PG-13;91.0;Horror,Thriller;Mark Neveldine;Christopher Borrelli,Michael C. Martin,Chris Morgan;Christopher Borrelli,Michael C. Martin,Chris Morgan;United States;Lionsgate,Lakeshore Entertainment,Pantelion Films;NaN;8000000.0;1784763.0;832271.0;13015764.0;5015764.0;0.6269705
tt1524930;2015.0;Vacaciones;Vacation;Vacation;6.1;103222.0;34.0;0.0;12;99.0;Adventure,Comedy;John Francis Daley,Jonathan Goldstein;Jonathan Goldstein,John Francis Daley,John Hughes;Jonathan Goldstein,John Francis Daley,John Hughes;United States;BenderSpink,David Dobkin Productions,New Line Cinema;"Awards
1 win & 3 nominations";31000000.0;58884188.0;14681108.0;107228221.0;76228221.0;2.458974870967742
tt1528854;2015.0;Padres por desigual;Daddy's Home;Daddy's Home;6.2;111756.0;42.0;0.0;12;96.0;Comedy,Family;Sean Anders;Brian Burns,Sean Anders,John Morris;Brian Burns,Sean Anders,John Morris;United States;Paramount Pictures,Red Granite Pictures,Gary Sanchez Productions;"Awards
1 win & 4 nominations";50000000.0;150357137.0;38740203.0;242786137.0;192786137.0;3.85572274
tt1594972;2015.0;Norman del Norte;Norm of the North;Norm of the North;3.4;8843.0;21.0;0.0;A;88.0;Adventure,Animation,Comedy;Trevor Wall;Malcolm T. Goldman,Steven Altiere,Daniel Altiere;Malcolm T. Goldman,Steven Altiere,Daniel Altiere;United States,India,Ireland;Assemblage Entertainment,Lionsgate,Splash Entertainment;NaN;7000000.0;17062499.0;6844137.0;30734502.0;23734502.0;3.390643142857143
tt1596363;2015.0;La gran apuesta;The Big Short;The Big Short;7.8;380294.0;81.0;0.0;12;130.0;Biography,Comedy,Drama;Adam McKay;Charles Randolph,Adam McKay,Michael Lewis;Charles Randolph,Adam McKay,Michael Lewis;United States;Paramount Pictures,New Regency Productions,Plan B Entertainment;"Won 1 Oscar
37 wins & 81 nominations total";28000000.0;70259870.0;705527.0;133440870.0;105440870.0;3.765745357142857
tt1598642;2015.0;Z for Zachariah;Z for Zachariah;Z for Zachariah;6.0;29276.0;68.0;0.0;PG-13;98.0;Drama,Romance,Sci-Fi;Craig Zobel;"Nissar Modi,""Robert C. OBrien""";"Nissar Modi,""Robert C. OBrien""";Iceland,Switzerland,United States;Silver Reel,Lucky Hat Entertainment,Material Pictures;"Awards
3 nominations";7500000.0;121461.0;56902.0;381839.0;-7118161.0;-0.9490881333333333
tt1617661;2015.0;El destino de Júpiter;Jupiter Ascending;Jupiter Ascending;5.3;181675.0;40.0;0.0;12;127.0;Action,Adventure,Sci-Fi;Lana Wachowski,Lilly Wachowski;Lilly Wachowski,Lana Wachowski;Lilly Wachowski,Lana Wachowski;United States,Australia;Warner Bros.,Village Roadshow Pictures,Dune Entertainment;"Awards
4 wins & 16 nominations";176000000.0;47387723.0;18372372.0;183887723.0;7887723.0;0.04481660795454546
tt1618442;2015.0;El último cazador de brujas;The Last Witch Hunter;The Last Witch Hunter;6.0;97770.0;34.0;0.0;16;106.0;Action,Adventure,Fantasy;Breck Eisner;Cory Goodman,Matt Sazama,Burk Sharpless;Cory Goodman,Matt Sazama,Burk Sharpless;United States,China,Canada;Summit Entertainment,TIK Films,Mark Canton Productions;"Awards
1 nomination";90000000.0;27367660.0;10812861.0;146936910.0;56936910.0;0.6326323333333334
tt1629242;2015.0;Ten cuidado con lo que deseas;Careful What You Wish For;Careful What You Wish For;5.7;7643.0;32.0;0.0;12;91.0;Drama,Thriller;Elizabeth Allen Rosenbaum;Chris Frisina;Chris Frisina;United States;Troika Pictures,Hyde Park Entertainment,Merced Media Partners;"Awards
1 nomination";8000000.0;NaN;NaN;82230.0;-7917770.0;-0.98972125
tt1638355;2015.0;Operación U.N.C.L.E.;The Man from U.N.C.L.E.;The Man from U.N.C.L.E.;7.3;285037.0;56.0;0.0;12;116.0;Action,Adventure,Comedy;Guy Ritchie;Guy Ritchie,Lionel Wigram,Jeff Kleeman;Guy Ritchie,Lionel Wigram,Jeff Kleeman;United States,United Kingdom;Warner Bros.,RatPac-Dune Entertainment,Wigram Productions;"Awards
7 wins & 5 nominations";75000000.0;45445109.0;13421036.0;107045109.0;32045109.0;0.42726812
tt1655441;2015.0;El secreto de Adaline;The Age of Adaline;The Age of Adaline;7.2;159967.0;51.0;0.0;7;112.0;Drama,Fantasy,Romance;Lee Toland Krieger;J. Mills Goodloe,Salvador Paskowitz;J. Mills Goodloe,Salvador Paskowitz;United States,Canada;Lakeshore Entertainment,Lionsgate,Sidney Kimmel Entertainment;"Awards
1 win & 10 nominations";25000000.0;42629776.0;13203458.0;65663276.0;40663276.0;1.62653104
tt1658801;2015.0;Freeheld, un amor incondicional;Freeheld;Freeheld;6.6;11995.0;50.0;0.0;PG-13;103.0;Biography,Drama,Romance;Peter Sollett;Ron Nyswaner;Ron Nyswaner;United States,United Kingdom,France;Double Feature Films,Endgame Entertainment,High Frequency Entertainment;"Awards
1 win & 10 nominations";7000000.0;573335.0;37983.0;1474471.0;-5525529.0;-0.7893612857142858
tt1661199;2015.0;Cenicienta;Cinderella;Cinderella;6.9;165068.0;67.0;0.0;A;105.0;Drama,Family,Fantasy;Kenneth Branagh;Chris Weitz,Charles Perrault;Chris Weitz,Charles Perrault;United States,United Kingdom;Allison Shearmur Productions,Beagle Pug Films,Genre Films;"Nominated for 1 Oscar
8 wins & 37 nominations total";95000000.0;201151353.0;67877361.0;542358331.0;447358331.0;4.709035063157895
tt1663202;2015.0;El renacido (The Revenant);The Revenant;The Revenant;8.0;728039.0;76.0;0.0;16;156.0;Action,Adventure,Drama;Alejandro G. Iñárritu;Mark L. Smith,Alejandro G. Iñárritu,Michael Punke;Mark L. Smith,Alejandro G. Iñárritu,Michael Punke;United States,Hong Kong,Taiwan;New Regency Productions,RatPac Entertainment,New Regency Productions;"Won 3 Oscars
92 wins & 188 nominations total";135000000.0;183637894.0;474560.0;532950503.0;397950503.0;2.9477815037037036
tt1663655;2015.0;Martyrs;Martyrs;Martyrs;4.0;5606.0;22.0;0.0;Not Rated;86.0;Drama,Horror,Thriller;Kevin Goetz,Michael Goetz;Pascal Laugier,Mark L. Smith;Pascal Laugier,Mark L. Smith;United States;Blumhouse Productions,The Safran Company,Temple Hill Entertainment;"Awards
1 nomination";1000000.0;NaN;NaN;397072.0;-602928.0;-0.602928
tt1666801;2015.0;El último baile;The Duff;The DUFF;6.5;86390.0;56.0;0.0;TP;101.0;Comedy,Romance;Ari Sandel;Josh A. Cagan,Kody Keplinger;Josh A. Cagan,Kody Keplinger;United States;CBS Films,Vast Entertainment,Wonderland Sound and Vision;"Awards
1 win & 8 nominations";8500000.0;34030343.0;10809149.0;43709744.0;35209744.0;4.142322823529412
tt1674771;2015.0;Entourage (El séquito);Entourage;Entourage;6.6;77328.0;38.0;0.0;16;104.0;Comedy,Drama;Doug Ellin;Doug Ellin,Rob Weiss;Doug Ellin,Rob Weiss;United States;Warner Bros.,Home Box Office (HBO),RatPac Entertainment;NaN;30000000.0;32363404.0;10283250.0;49263404.0;19263404.0;0.6421134666666667
tt1702429;2015.0;Eisenstein en Guanajuato;Eisenstein in Guanajuato;Eisenstein in Guanajuato;6.3;2647.0;60.0;0.0;Unrated;105.0;Biography,Comedy,Drama;Peter Greenaway;Peter Greenaway;Peter Greenaway;Netherlands,Belgium,Finland,Mexico,France;Submarine,Fu Works,Paloma Negra Films;"Awards
3 wins & 10 nominations";2742717.153964957;34282.0;9823.0;91916.0;-2650801.153964957;-0.9664872479223301
tt1707380;2015.0;Todo saldrá bien;Every Thing Will Be Fine;Every Thing Will Be Fine;5.5;5955.0;32.0;0.0;12;118.0;Drama;Wim Wenders;Bjørn Olaf Johannessen;Bjørn Olaf Johannessen;Germany,Canada,France,Sweden,Norway;Neue Road Movies,Montauk Productions,Götafilm;"Awards
1 win & 2 nominations";12000000.0;9233.0;1428.0;554953.0;-11445047.0;-0.9537539166666666
tt1727776;2015.0;Zombie Camp;Scouts Guide to the Zombie Apocalypse;Scouts Guide to the Zombie Apocalypse;6.3;47211.0;32.0;0.0;16;93.0;Action,Comedy,Horror;Christopher Landon;Carrie Lee Wilson,Emi Mochizuki,Christopher Landon;Carrie Lee Wilson,Emi Mochizuki,Christopher Landon;United States;Paramount Pictures,Broken Road Productions,Brucks Entertainment;"Awards
5 nominations";15000000.0;3703046.0;1841007.0;16137046.0;1137046.0;0.07580306666666667
tt1731701;2015.0;Barely Lethal;Barely Lethal;Barely Lethal;5.4;20516.0;44.0;0.0;PG-13;96.0;Action,Comedy;Kyle Newman;"""John DArco""";"""John DArco""";United States;Main Street Films,RKO Pictures,RatPac Entertainment;NaN;15000000.0;6075.0;NaN;933847.0;-14066153.0;-0.9377435333333334
tt1741273;2015.0;El secreto de una obsesión;Secret in Their Eyes;Secret in Their Eyes;6.3;45504.0;45.0;0.0;12;111.0;Crime,Drama,Mystery;Billy Ray;Billy Ray,Juan José Campanella,Eduardo Sacheri;Billy Ray,Juan José Campanella,Eduardo Sacheri;United States,United Kingdom,Spain,South Korea;IM Global,STX Entertainment,Route One Entertainment;"Awards
2 wins & 3 nominations";19500000.0;20180155.0;6652996.0;34854990.0;15354990.0;0.7874353846153846
tt1754656;2015.0;El principito;Le Petit Prince;The Little Prince;7.7;58334.0;70.0;0.0;A/i;108.0;Adventure,Animation,Drama;Mark Osborne;Irena Brignull,Bob Persichetti,Antoine de Saint-Exupéry;Irena Brignull,Bob Persichetti,Antoine de Saint-Exupéry;France,Canada,Italy,United States,China;Onyx Films,Orange Studio,Canadian Film or Video Production Tax Credit (CPTC);"Awards
8 wins & 15 nominations";81200000.0;1339152.0;116927.0;97571250.0;16371250.0;0.20161637931034482
tt1772261;2015.0;The Curse of Downers Grove;The Curse of Downers Grove;The Curse of Downers Grove;4.5;1801.0;31.0;0.0;Not Rated;89.0;Drama,Horror,Mystery;Derick Martini;Bret Easton Ellis,Michael Hornburg,Derick Martini;Bret Easton Ellis,Michael Hornburg,Derick Martini;United States;AliBella Pictures,Bystander Films,Management Production Entertainment (MPE);NaN;2000000.0;NaN;NaN;33462.0;-1966538.0;-0.983269
tt1772288;2015.0;Nunca es tarde (Danny Collins);Danny Collins;Danny Collins;7.0;30416.0;58.0;0.0;R;106.0;Biography,Comedy,Drama;Dan Fogelman;Dan Fogelman;Dan Fogelman;United States;Big Indie Pictures,ShivHans Pictures;"Awards
1 win & 4 nominations";10000000.0;5637066.0;72459.0;10835752.0;835752.0;0.0835752
tt1781922;2015.0;Golpe de estado;No Escape;No Escape;6.8;81174.0;38.0;0.0;16;103.0;Action,Thriller;John Erick Dowdle;John Erick Dowdle,Drew Dowdle;John Erick Dowdle,Drew Dowdle;United States,Thailand;Bold Films,Brothers Dowdle Productions;"Awards
2 wins & 1 nomination";16200000.0;27288872.0;8111264.0;54418872.0;38218872.0;2.3591896296296295
tt1798684;2015.0;Redención;Southpaw;Southpaw;7.4;222843.0;57.0;0.0;12;124.0;Action,Crime,Drama;Antoine Fuqua;Kurt Sutter;Kurt Sutter;Hong Kong,United States;Escape Artists,Fuqua Films,Riche Productions;"Awards
11 nominations";30000000.0;52421953.0;16701294.0;91970827.0;61970827.0;2.0656942333333332
tt1810683;2015.0;Little Boy;Little Boy;Little Boy;7.4;22387.0;30.0;0.0;7;106.0;Drama,History,War;Alejandro Monteverde;Alejandro Monteverde,Pepe Portillo;Alejandro Monteverde,Pepe Portillo;Mexico,United States;Metanoia Films,Santa Fé Films;"Awards
1 nomination";20000000.0;6485961.0;2750356.0;17572289.0;-2427711.0;-0.12138555
tt1823672;2015.0;Chappie;Chappie;Chappie;6.8;234556.0;41.0;0.0;16;120.0;Action,Crime,Drama;Neill Blomkamp;Neill Blomkamp,Terri Tatchell;Neill Blomkamp,Terri Tatchell;South Africa,United States;Columbia Pictures,Media Rights Capital (MRC),LStar Capital;"Awards
3 nominations";49000000.0;31569268.0;13346782.0;102811889.0;53811889.0;1.0982018163265306
tt1837636;2015.0;La reina del desierto;Queen of the Desert;Queen of the Desert;5.7;10665.0;39.0;0.0;12;128.0;Adventure,Biography,Drama;Werner Herzog;Werner Herzog;Werner Herzog;United States,Morocco;Benaroya Pictures,H Films,Raslan Company of America;"Awards
1 nomination";15000000.0;NaN;NaN;1592853.0;-13407147.0;-0.8938098
tt1850457;2015.0;Hermanísimas;Sisters;Sisters;6.0;63980.0;58.0;0.0;16;118.0;Comedy;Jason Moore;Paula Pell;Paula Pell;United States;Little Stranger;"Awards
4 nominations";30000000.0;87044645.0;13922855.0;105011053.0;75011053.0;2.500368433333333
tt1895587;2015.0;Spotlight;Spotlight;Spotlight;8.1;434201.0;93.0;0.0;12;129.0;Biography,Crime,Drama;Tom McCarthy;Josh Singer,Tom McCarthy;Josh Singer,Tom McCarthy;United States;Participant,First Look Media,Anonymous Content;"Won 2 Oscars
124 wins & 143 nominations total";20000000.0;45055776.0;295009.0;98690254.0;78690254.0;3.9345127
tt1951266;2015.0;Los juegos del hambre: Sinsajo - Parte 2;The Hunger Games: Mockingjay - Part 2;The Hunger Games: Mockingjay - Part 2;6.6;296223.0;65.0;0.0;12;137.0;Action,Adventure,Sci-Fi;Francis Lawrence;Peter Craig,Danny Strong,Suzanne Collins;Peter Craig,Danny Strong,Suzanne Collins;United States,Germany,Canada,France;Lionsgate,Color Force,Studio Babelsberg;"Awards
16 wins & 34 nominations";160000000.0;281723902.0;102665981.0;658344137.0;498344137.0;3.11465085625
tt1964418;2015.0;Tomorrowland: El mundo del mañana;Tomorrowland;Tomorrowland;6.4;175017.0;60.0;0.0;7;130.0;Action,Adventure,Family;Brad Bird;Damon Lindelof,Brad Bird,Jeff Jensen;Damon Lindelof,Brad Bird,Jeff Jensen;United States,Spain,France,Canada,United Kingdom;Walt Disney Pictures,A113,Babieka;"Awards
2 wins & 19 nominations";190000000.0;93436322.0;33028165.0;209035668.0;19035668.0;0.10018772631578947
tt1976009;2015.0;Victor Frankenstein;Victor Frankenstein;Victor Frankenstein;6.0;53679.0;36.0;0.0;12;110.0;Drama,Horror,Sci-Fi;Paul McGuigan;Max Landis,Mary Shelley;Max Landis,Mary Shelley;United Kingdom,Canada,United States;Davis Entertainment,TSG Entertainment,Moving Picture Company (MPC);"Awards
4 wins & 1 nomination";65000000.0;5775076.0;2469341.0;34227298.0;-30772702.0;-0.4734261846153846
tt1979388;2015.0;El viaje de Arlo;The Good Dinosaur;The Good Dinosaur;6.7;105734.0;66.0;0.0;A;93.0;Adventure,Animation,Comedy;Peter Sohn;Bob Peterson,Peter Sohn,Erik Benson;Bob Peterson,Peter Sohn,Erik Benson;United States;Pixar Animation Studios,Walt Disney Pictures;"Awards
9 wins & 41 nominations";200000000.0;123087120.0;39155217.0;332207671.0;132207671.0;0.661038355
tt2006295;2015.0;Los 33: una historia de esperanza;The 33;The 33;6.9;36494.0;55.0;0.0;7;127.0;Biography,Drama,History;Patricia Riggen;Mikko Alanne,Craig Borten,Michael Thomas;Mikko Alanne,Craig Borten,Michael Thomas;Chile,Colombia,Spain,United States;Alcon Entertainment,Phoenix Pictures,Los 33;"Awards
8 wins & 7 nominations";26000000.0;12227722.0;5787266.0;27972023.0;1972023.0;0.07584703846153847
tt2057392;2015.0;Espías desde el cielo;Eye in the Sky;Eye in the Sky;7.3;81054.0;73.0;0.0;12;102.0;Action,Drama,Thriller;Gavin Hood;Guy Hibbert;Guy Hibbert;United Kingdom,Canada;Raindog Films,Entertainment One,EITS;"Awards
3 wins & 10 nominations";13000000.0;18704595.0;113803.0;35259653.0;22259653.0;1.712281
tt2058673;2015.0;Point Break (Sin límites);Point Break;Point Break;5.3;59769.0;34.0;0.0;12;114.0;Action,Adventure,Crime;Ericson Core;Kurt Wimmer,Rick King,W. Peter Iliff;Kurt Wimmer,Rick King,W. Peter Iliff;China,Germany,United States,Austria,Italy,Canada;Alcon Entertainment,DMG Entertainment,Studio Babelsberg;"Awards
2 wins & 3 nominations";105000000.0;28782481.0;9800252.0;133718711.0;28718711.0;0.27351153333333333
tt2080374;2015.0;Steve Jobs;Steve Jobs;Steve Jobs;7.2;159494.0;82.0;0.0;7;122.0;Biography,Drama;Danny Boyle;Aaron Sorkin,Walter Isaacson;Aaron Sorkin,Walter Isaacson;United Kingdom,United States;Universal Pictures,Legendary Entertainment,Scott Rudin Productions;"Nominated for 2 Oscars
28 wins & 114 nominations total";30000000.0;17766658.0;521522.0;34441873.0;4441873.0;0.14806243333333333
tt2091935;2015.0;Mr. Right;Mr. Right;Mr. Right;6.4;52265.0;52.0;0.0;R;95.0;Action,Comedy,Romance;Paco Cabezas;Max Landis;Max Landis;United States;Amasia Entertainment,3311 Productions,Circle of Confusion;"Awards
2 nominations";8000000.0;34694.0;25369.0;607595.0;-7392405.0;-0.924050625
tt2096673;2015.0;Del revés (Inside Out);Inside Out;Inside Out;8.1;640177.0;94.0;0.0;A;95.0;Adventure,Animation,Comedy;Pete Docter,Ronnie Del Carmen;Pete Docter,Ronnie Del Carmen,Meg LeFauve;Pete Docter,Ronnie Del Carmen,Meg LeFauve;United States;Pixar Animation Studios,Walt Disney Pictures;"Won 1 Oscar
100 wins & 116 nominations total";175000000.0;356921711.0;90440272.0;858848019.0;683848019.0;3.907702965714286
tt2097298;2015.0;McFarland;McFarland, USA;McFarland, USA;7.4;36270.0;60.0;0.0;PG;129.0;Biography,Drama,Sport;Niki Caro;Christopher Cleveland,Bettina Gilois,Grant Thompson;Christopher Cleveland,Bettina Gilois,Grant Thompson;United States;Mayhem Pictures,Walt Disney Pictures;"Awards
4 wins & 3 nominations";17000000.0;44482410.0;11020798.0;45710059.0;28710059.0;1.688827
tt2120120;2015.0;Pixels: La película;Pixels;Pixels;5.5;134856.0;27.0;0.0;7;105.0;Action,Comedy,Fantasy;Chris Columbus;Tim Herlihy,Timothy Dowling,Patrick Jean;Tim Herlihy,Timothy Dowling,Patrick Jean;United States,China,Canada;Columbia Pictures,LStar Capital,China Film Group Corporation (CFGC);"Awards
5 wins & 9 nominations";88000000.0;78747585.0;24011616.0;244874809.0;156874809.0;1.7826682840909092
tt2126355;2015.0;San Andrés;San Andreas;San Andreas;6.1;218966.0;43.0;0.0;12;114.0;Action,Adventure,Thriller;Brad Peyton;Carlton Cuse,Andre Fabrizio,Jeremy Passmore;Carlton Cuse,Andre Fabrizio,Jeremy Passmore;United States;New Line Cinema,Village Roadshow Pictures,RatPac-Dune Entertainment;"Awards
2 wins & 10 nominations";110000000.0;155190832.0;54588173.0;473990832.0;363990832.0;3.3090075636363636
tt2133196;2015.0;Born to Be Blue;Born to Be Blue;Born to Be Blue;6.9;8219.0;64.0;0.0;R;97.0;Biography,Drama,Music;Robert Budreau;Robert Budreau,James Luscombe;Robert Budreau,James Luscombe;Canada,United Kingdom;New Real Films,Lumanity Productions,Black Hangar Studios;"Awards
3 wins & 7 nominations";6500000.0;830129.0;14069.0;1553337.0;-4946663.0;-0.761025076923077
tt2140037;2015.0;La venganza de Jane;Jane Got a Gun;Jane Got a Gun;5.9;21209.0;49.0;0.0;12;98.0;Action,Drama,Western;"""Gavin OConnor""";Brian Duffield,Anthony Tambakis,Joel Edgerton;Brian Duffield,Anthony Tambakis,Joel Edgerton;United States;1821 Pictures,Boies / Schiller Film Group,Eaves Movie Ranch;"Awards
1 nomination";25000000.0;1513793.0;835572.0;3067531.0;-21932469.0;-0.87729876
tt2140379;2015.0;Eternal;Self/less;Self/less;6.5;92895.0;34.0;0.0;16;117.0;Action,Mystery,Sci-Fi;Tarsem Singh;Àlex Pastor,David Pastor;Àlex Pastor,David Pastor;United States;Focus Features,Endgame Entertainment,FilmNation Entertainment;NaN;26000000.0;12279691.0;5403460.0;31807156.0;5807156.0;0.22335215384615384
tt2184335;2015.0;Urban Hymn;Urban Hymn;Urban Hymn;6.6;367.0;51.0;0.0;TV-14;114.0;Crime,Drama;Michael Caton-Jones;Nick Moorcroft;Nick Moorcroft;United Kingdom;Eclipse Films,Dashishah Global Film Production,Powderkeg Pictures;"Awards
3 wins & 1 nomination";3000000.0;NaN;NaN;1115.0;-2998885.0;-0.9996283333333333
tt2199571;2015.0;Una noche para sobrevivir;Run All Night;Run All Night;6.6;104397.0;59.0;0.0;18;114.0;Action,Crime,Thriller;Jaume Collet-Serra;Brad Ingelsby;Brad Ingelsby;United States;Warner Bros.,RatPac-Dune Entertainment,Vertigo Entertainment;NaN;50000000.0;26461644.0;11012305.0;71561644.0;21561644.0;0.43123288
tt2217859;2015.0;El amor es más fuerte que las bombas;Louder Than Bombs;Louder Than Bombs;6.6;12185.0;70.0;0.0;R;109.0;Drama;Joachim Trier;Joachim Trier,Eskil Vogt;Joachim Trier,Eskil Vogt;Norway,France,Denmark,United States;Motlys,Memento Films Production,Nimbus Film Productions;"Awards
12 wins & 10 nominations";11000000.0;163807.0;24259.0;1160724.0;-9839276.0;-0.8944796363636364
tt2224026;2015.0;Home: Hogar dulce hogar;Home;Home;6.6;95279.0;55.0;0.0;A;94.0;Adventure,Animation,Comedy;Tim Johnson;Tom J. Astle,Matt Ember,Adam Rex;Tom J. Astle,Matt Ember,Adam Rex;United States;DreamWorks Animation;"Awards
3 wins & 9 nominations";135000000.0;177397510.0;52107731.0;386041607.0;251041607.0;1.8595674592592593
tt2231253;2015.0;Jugada salvaje;Wild Card;Wild Card;5.6;52452.0;40.0;0.0;16;92.0;Action,Crime,Drama;Simon West;William Goldman;William Goldman;United States;Lionsgate,SJ Heat Productions,Sierra / Affinity;NaN;30000000.0;NaN;NaN;6738764.0;-23261236.0;-0.7753745333333333
tt2236160;2015.0;Nightlight;Nightlight;Nightlight;4.4;2016.0;27.0;0.0;R;85.0;Horror,Thriller;Scott Beck,Bryan Woods;Scott Beck,Bryan Woods;Scott Beck,Bryan Woods;United States;Herrick Entertainment;NaN;2000000.0;NaN;NaN;77567.0;-1922433.0;-0.9612165
tt2262345;2015.0;El techo del mundo;Tout en haut du monde;Long Way North;7.3;3023.0;70.0;0.0;A/i/fig;81.0;Adventure,Animation,Drama;Rémi Chayé,Muhammad Omar Faruk;Claire Paoletti,Patricia Valeix,Fabrice de Costil;Claire Paoletti,Patricia Valeix,Fabrice de Costil;France,Denmark,Belgium,United States;Sacrebleu Productions,Maybe Movies,France 3 Cinéma;"Awards
2 wins & 8 nominations";6657080.470788731;NaN;NaN;60352.0;-6596728.470788731;-0.990934163968
tt2268016;2015.0;Magic Mike XXL;Magic Mike XXL;Magic Mike XXL;5.6;53258.0;60.0;0.0;16;115.0;Comedy,Drama,Music;Gregory Jacobs;Reid Carolin;Reid Carolin;United States;Warner Bros.,Iron Horse Entertainment (II);"Awards
2 wins & 5 nominations";14800000.0;66013057.0;12857184.0;117813057.0;103013057.0;6.960341689189189
tt2279339;2015.0;Navidades, ¿bien o en familia?;Love the Coopers;Love the Coopers;5.8;22330.0;31.0;0.0;7;107.0;Comedy,Fantasy,Romance;Jessie Nelson;Steven Rogers;Steven Rogers;United States;CBS Films,Groundswell Productions,Imagine Entertainment;"Awards
2 nominations";17000000.0;26302731.0;8317545.0;42426912.0;25426912.0;1.495700705882353
tt2279373;2015.0;Bob Esponja: Un héroe fuera del agua;The SpongeBob Movie: Sponge Out of Water;The SpongeBob Movie: Sponge Out of Water;6.0;50996.0;62.0;0.0;A;92.0;Action,Adventure,Animation;Paul Tibbitt,Mike Mitchell;Jonathan Aibel,Glenn Berger,Stephen Hillenburg;Jonathan Aibel,Glenn Berger,Stephen Hillenburg;United States,South Korea,Australia,Spain;Paramount Animation,Nickelodeon Movies,United Plankton Pictures;"Awards
1 win & 9 nominations";74000000.0;162994032.0;55365012.0;325186032.0;251186032.0;3.3944058378378377
tt2293060;2015.0;El gran colapso;Americons;Americons;5.1;333.0;25.0;0.0;12;89.0;Action,Biography,Crime;Theo Avgerinos;Beau Martin Williams,Matt Funke;Beau Martin Williams,Matt Funke;United States;Industry Artists Group,Martin Entertainment Group,Pantry Films;NaN;1250000.0;28782.0;14404.0;28782.0;-1221218.0;-0.9769744
tt2293640;2015.0;Los minions;Minions;Minions;6.4;218040.0;56.0;0.0;A;91.0;Adventure,Animation,Comedy;Kyle Balda,Pierre Coffin;Brian Lynch;Brian Lynch;United States,Japan,France;Illumination Entertainment,Universal Pictures;"Awards
4 wins & 27 nominations total";74000000.0;336045770.0;115718405.0;1159444662.0;1085444662.0;14.668171108108108
tt2309260;2015.0;La horca;The Gallows;The Gallows;4.3;19547.0;30.0;0.0;R;81.0;Horror,Mystery,Thriller;Travis Cluff,Chris Lofing;Chris Lofing,Travis Cluff;Chris Lofing,Travis Cluff;United States;New Line Cinema,Blumhouse Productions,Entertainment 360;"Awards
1 nomination";100000.0;22764410.0;9808463.0;42964410.0;42864410.0;428.6441
tt2322441;2015.0;Cincuenta sombras de Grey;Fifty Shades of Grey;Fifty Shades of Grey;4.1;303463.0;46.0;0.0;18;125.0;Drama,Romance,Thriller;Sam Taylor-Johnson;Kelly Marcel,E.L. James;Kelly Marcel,E.L. James;United States;Focus Features,Michael De Luca Productions,Trigger Street Productions;"Nominated for 1 Oscar
9 wins & 28 nominations total";40000000.0;166167230.0;85171450.0;569651467.0;529651467.0;13.241286675
tt2325977;2015.0;Strangerland;Strangerland;Strangerland;5.2;8994.0;42.0;0.0;R;112.0;Drama,Mystery,Thriller;Kim Farrant;Michael Kinirons,Fiona Seres;Michael Kinirons,Fiona Seres;Ireland,Australia;Worldview Entertainment,Fastnet Films,Dragonfly Pictures;"Awards
1 win & 6 nominations";10000000.0;17472.0;17472.0;111107.0;-9888893.0;-0.9888893
